page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
13,48758,"Les cigales et les fourmis (The Grasshoppers and the Ants), from the Volpini Suite",1943.1022,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 137.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58j (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 142, cat. 76 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 142, 145, cat. 72, cat. by Gloria Groom, et. al.",89.5667,Prints and Drawings,Paul Gauguin,,zincograph
13,48755,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",1943.1021a,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein & Co., ""Gauguin: Loan Exhibition for the Benefit of the Citizens’ Committee for Children of New York City, Inc.,"" April 5–May 5, 1956, p. 22, cat. 77.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 128 (Chicago only).

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58a (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 15, 142, 166, 168, cat. 93, cat. by Gloria Groom, et. al.",94.1707,Prints and Drawings,Paul Gauguin,,zincograph
13,48754,"Old Women of Arles, from the Volpini Suite",1943.1021,False,1889.0,1889.0,1889,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 80, cat. 138.

Toronto, Canada, Art Gallery of Ontario, ""Vincent van Gogh and the Birth of Cloisonism,"" January 23-March 22, 1981, pp. 194-201, cat. 58k (ill.), cat. by Bogomila Welsh-Ovcharov; traveled to the Rijksmuseum Vincent van Vogh, Amsterdam, April 9-June 14, 1981.

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" 1988, p. 133, cat. 67 (ill.); only shown at The Art Institute of Chicago, September 17-December 11, 1988.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, hors. cat.",90.1473,Prints and Drawings,Paul Gauguin,,zincograph
13,47171,"Te atua (The God), from the Noa Noa Suite",1943.527,False,1894.0,1894.0,1894,"Paul Gauguin (French, 1848-1903)
printed in collaboration with Louis Roy (French, 1862-1907)",France,"New York, Frederick Keppel & Co. ""Prints by the Masters of Modern Art,"" February-March, 1932, cover (ill). and p. 42, cat. 22.

New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 71, cat. 69.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 41 and 51, cat. 17 (ill.), cat. by Douglas Druick and Peter Zegers.

Highland Park, Ill., Community Associates Group, Recreation Center, Print Show, May 13–20, 1960, no cat.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 31, 40, 41, 44n6, 58, 63n11, 235, 236, 238, 247-49, 270, cat. 192, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",56.5917,Prints and Drawings,Paul Gauguin,Post-Impressionism,woodcut
13,45945,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",1942.717,False,1893.0,1894.0,"1893/94, printed 1941/42","Paul Gauguin (French, 1848-1903)
printed by Max Kahn (American, born Russia, 1902-2005)",France,,15.9597,Prints and Drawings,Paul Gauguin,,woodcut
13,45041,"Te atua (The God), from the Noa Noa Suite",1942.349,False,1893.0,1894.0,1893/94,"Paul Gauguin
French, 1848-1903",France,,32.0759,Prints and Drawings,Paul Gauguin,,woodcut
13,44782,"Te atua (The God), from the Suite of Late Wood-Block Prints",1942.280,False,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein, ""Gauguin,"" April 5-May 5, 1956, p. 23, cat. 93.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 88, cat. 176; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Munich, Haus der Kunst, ""Paul Gauguin,"" April 1-May 29, 1960, p. 35, cat. 195, pl. 83 (ill.).

Vienna, Österreichische Galerie im Oberen Belvedere, ""Paul Gauguin,"" June 7-July 31, 1960, p. 46, cat. 98, pl. 30.

The Art Institute of Chicago, ""Graphic Tours: Travel and 19th French Works on Paper,"" January 14-April 17, 1994.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 304, 310, 311, cat. 255, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",19.7952,Prints and Drawings,Paul Gauguin,,woodcut
13,39647,"Te atua (The God), from the Noa Noa Suite",1940.1074,True,1893.0,1894.0,1893/94,"Paul Gauguin
French, 1848-1903",France,"Paris, Musée du Luxembourg, ""Gauguin: Sculpteur et Graveur,"" January–February, 1928, p. 12, cat. 67.

Gazette des Beaux-Arts, Paris, La Vie Ardente de Paul Gauguin, 1936, p. 91, cat. 152a.

Brooklyn Museum, ""Complete Graphic Works & Some Paintings by Gauguin,"" June 18-September 18, 1938, no exh cat. 

New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 71, cat. 68.

Dallas, Tex., Dallas Museum of Art, ""The Artist and the Camera: Degas to Picasso,"" February 1-May 7, 2000, p. 131, cat. 130 (ill.); traveled to the San Francisco Museum of Modern Art, October 2, 1999-January 4, 2000.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 31, 40, 41, 44n6, 58, 63n11, 235, 236, 238, 247-49, 270, cat. 188, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",35.4085,Prints and Drawings,Paul Gauguin,,woodcut
13,39644,"Te faruru (Here We Make Love), from the Noa Noa Suite",1940.1073,False,1893.0,1894.0,1893–94,"Paul Gauguin
French, 1848-1903",France,"Gazette des Beaux-Arts, Paris, ""La Vie Ardente de Paul Gauguin,"" 1936, cat. 148a. 

Washington, D.C., National Gallery of Art, ""The Art of Paul Gauguin,"" May 1-July 31, 1988, p. 328, cat. 171b.; traveled to The Art Institute of Chicago, September 17- December 11, 1988.",23.0723,Prints and Drawings,Paul Gauguin,,woodcut
13,37395,A Fisherman Drinking Beside His Canoe,1971.785,False,1894.0,1894.0,1894,"Paul Gauguin
French, 1848-1903",France,"Gazette des Beaux-Arts, Paris, ""La Vie Ardente de Paul Gauguin"", 1936, p. 91, cat. 156.",29.312,Prints and Drawings,Paul Gauguin,,woodcut
14,36838,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",1940.91,True,1893.0,1894.0,1893/1894,"Paul Gauguin
French, 1848-1903",France,"Paris, Musée du Luxembourg, ""Gauguin: Sculpteur et Graveur,"" January–February, 1928, p. 13, cat. 101.

Amsterdam, Stedelijk Museum, Vincent van Gogh en zijn tijdgenooten, Sept. 6–Nov. 2, 1930, cat. 186, as De feestdag der Goden.

Brooklyn Museum, ""Complete Graphic Work of Paul Gauguin,"" June 17-Oct 2, 1938, no exh. cat.

New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 74, cat. 87.

The Art Institute of Chicago, ""Carl O. Schniewind: Memorial Exhibition,"" January 22–March 3, 1958, cat. 54.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 41 and 52, cat. 20 (ill.), cat. by Douglas Druick and Peter Zegers.

The Art Institute of Chicago, ""Intimate Encounters: Paul Gauguin and the South Pacific, The Edward McCormick Blair Collection,"" September 6, 2003-January 11, 2004.

New York, The Museum of Modern Art, ""Gauguin Metamorphoses,"" February 25-June 9, 2014,  p. 140, 225 pl. 90, cat. by Starr Figura, et. al

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 31, 35, 52, 212, 218, cat. 152, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",5.3701,Prints and Drawings,Paul Gauguin,,woodblock
14,36835,"Noa Noa (Fragrant), from the Noa Noa Suite",1940.90,False,1893.0,1894.0,1893/94,"Paul Gauguin
French, 1848-1903",France,"Paris, Musée du Luxembourg, ""Gauguin: Sculpteur et Graveur,"" January–February, 1928, p. 11, cat. 59.

Gazette des Beaux-Arts, Paris, La vie ardente de Paul Gauguin, 1936, cat. 146b.

Brooklyn Museum, ""Complete Graphic Works & Some Paintings by Gauguin,"" June 18-September 18, 1938, no exh cat.",28.5188,Prints and Drawings,Paul Gauguin,,woodcut
14,34461,Polynesian Woman with Children,1927.460,False,1901.0,1901.0,1901,"Paul Gauguin
French, 1848-1903",France,"Munich, Moderne Galerie Heinrich Thannhauser, Paul Gauguin, 1910, no cat.; travelled to Dresden, Arnold Kunst Salon, 1910. 

Berlin, Galerien Thannhauser, Erste Sonderausstellung in Berlin, January 9–mid-February, 1927, no. 103.

New York, The Museum of Modern Art, First Loan Exhibition: Cézanne, Gauguin, Seurat, van Gogh, November 8–December 7, 1929, no. 49.

Buffalo, New York, Albright Art Gallery, Nineteenth Century French Art, November 1–13, 1932, no. 26.

The Art Gallery of Toronto, Modern French Painting from Manet to Matisse, January 1933, no. 18.

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1933, no. 362. 

Art Institute of Chicago, A Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1934, no. 306.

Art Institute of Chicago, Gauguin: Paintings, Drawings, Prints, Sculpture, February 12–March 29, 1959, no. 66; traveled to New York, The Metropolitan Museum of Art, April 21–May 31, 1959. 

Washington D.C., National Gallery of Art, The Art of Paul Gauguin, May 1–July 31, 1988; traveled to Art Institute of Chicago, September 17–December 11, 1988; Paris, Grand Palais, January 10–April 20, 1989 (Chicago only, supplement no. 9).

Fort Worth, Kimbell Museum of Art, The Impressionists: Master Paintings from the Art Institute of Chicago, June 29–November 2, 2008, no. 73. 

Kunsthaus Zurich, German Expressionism and France: From Van Gogh and Gauguin to the Blue Rider <other title:Expressionism in Germany and France: From Van Gogh to Kandinsky>, February 7-May 11, 2014; Los Angeles County Museum of Art, June 8-September 14, 2014; Montreal Museum of Fine Arts, October 6, 2014-January 25, 2015 [Los Angeles and Montreal only].

Basel, Foundation Beyler, Paul Gauguin, February 8–June 28, 2015, pp. 154–155.",35.2446,Painting and Sculpture of Europe,Paul Gauguin,Post-Impressionism,painting
14,31753,"Angel, Peacock, and Three Tahitians",1926.1535,False,1902.0,1902.0,c. 1902,"Paul Gauguin
French, 1848-1903",France,"The Art Institute of Chicago, ""A Century of Progress Exhibition of Paintings and Sculpture,"" June 1–November 1, 1933, p. 91, cat. 872.

New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 70, cat. 61.

Minneapolis Institute of Arts, ""Gauguin in Tahiti,"" April 1-May 14, 1950. 

New York, Wildenstein and Company, ""Gauguin,"" April 5-May 5, 1956, p. 21, cat. 74.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 90, cat. 192; traveled to the Metropolitan Museum of Art, New York, April 23-May 31, 1959.

Munich, Haus der Kunst, ""Paul Gauguin,"" April 1-May 29, 1960, p. 24, cat. 136, pl. 66 (ill.).

Vienna, Österreichische Galerie im Oberen Belvedere, ""Paul Gauguin,"" June 7-July 31, 1960, p. 42, cat. 59, pl. 26.

Munich, Haus der Kunst, ""World Cultures and Modern Art,"" June 16-September 30, 1972, p. 267, cat. 1764, organized by Siegfried Wichmann.

Philadelphia Museum of Art, ""Paul Gauguin: Monotypes,"" March 23-May 13, 1973, p. 125 and 148, cat. 103 (ill.).",30.8278,Prints and Drawings,Paul Gauguin,,monotype
14,30505,"Change of Residence, from the Suite of Late Wood-Block Prints",1939.322,True,1899.0,1899.0,1899,"Paul Gauguin
French, 1848-1903",France,,36.0102,Prints and Drawings,Paul Gauguin,,woodcut
14,30503,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",1939.321,True,1898.0,1899.0,1898/99,"Paul Gauguin
French, 1848-1903",France,"San Francisco Museum of Art, ""Paul Gauguin: Exhibition of Paintings and Prints,"" September 5-October 4, 1936, p. 26, cat. 123.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 17, 292, 304, 307, cat. 250, cat. by Gloria Groom, et. al., traveled to Paris, Réunion des musées nationaux - Grand Palais, October 9, 2017 - January 21, 2018.",15.8633,Prints and Drawings,Paul Gauguin,,woodcut
14,27943,Mahana no atua (Day of the God),1926.198,False,1894.0,1894.0,1894,"Paul Gauguin
French, 1848-1903",France,"Boston, Art Club, 1925.

New York, Museum of Modern Art, Cézanne, Gauguin, Seurat, Van Gogh, November 1929, cat. 46 (ill).

The Art Institute of Chicago, Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1933, cat. 355.

The Art Institute of Chicago, Century of Progress Exhibition of Paintings and Sculpture, June 1–November 1, 1934, cat. 301.

Cambridge, Mass., Fogg Art Museum, Harvard University, Paul Gauguin 1848–1903, May 1–21, 1936, cat. 28.

Baltimore, Museum of Art, Paul Gauguin 1848–1903. A Retrospective Exhibition of His Paintings, May 24–June 5, 1936, cat. 17.

New York, Wildenstein and Co., Inc., Paul Gauguin: A Retrospective Loan Exhibition For the Benefit of Les Amis de Paul Gauguin and The Penn Normal Industrial and Agricultural School, March 20–April 18, 1936, cat. 29.

The Art Institute of Chicago, Gauguin, Paintings, Drawings, Prints, Sculpture, February 12–March 29, 1959, cat. 57, traveled to New York, Metropolitan Museum of Art, March 29–April 21, 1959.

Washington, D. C., National Gallery of Art, The Art of Paul Gauguin, May 1–July 31, 1988; cat. 205 (ill.); Art Institute of Chicago, September 17–December 11, 1988; Paris, Grand Palais, January 10–April 20, 1989 [Washington and Chicago only].

Moscow, The Pushkin Museum, Gauguin in Russia, May–June 1989, cat. 37 (ill.); Leningrad [St. Petersburg], The Hermitage, July–October, 1989.

London, National Gallery, Degas as a Collector, May 22-August 26, 1996, cat. 57 (ill.).

New York, Metropolitan Museum of Art, The Private Collection of Edgar Degas, October 1, 1997-January 11, 1998, cat. 483 (ill.).

Essen, Museum Folkwang, Paul Gauguin: Das verlorene Paradies, June 17-October 18, 1998, cat. 34 (ill.), traveled to Nationalgalerie Berlin, October 31, 1998-January 10, 1999.

The Art Institute of Chicago, Van Gogh and Gauguin: The Studio of the South, September 22, 2001-January 13, 2002, cat. 142 (ill.), traveled to The Van Gogh Museum, Amsterdam, February 9-June 6, 2002.

Paris, Galeries Nationales du Grand Palais, Gauguin: Tahiti, September 30, 2003-January 19, 2004, cat. 105 (ill.), traveled to Boston, Museum of Fine Arts, February 29, 2004-June 20, 2004.

Fort Worth, Tex., Kimbell Museum of Art, The Impressionists: Master Paintings from the Art Institute of Chicago, June 29–November 2, 2008, cat. 71 (ill.).

London, Tate Modern, Paul Gauguin: Maker of Myth, September 30, 2010-January 16, 2011; Washington, DC, National Gallery of Art, February 21-May 30, 2011 [Washington only].

Milan, Museum of Cultures, Paul Gauguin: Tales from Paradise, October 28,2015-February 21, 2016 no cat. no.

Chicago, The Art Institute of Chicago, Gauguin: Artist as Alchemist, June 25-Sept. 10. 2017; Paris, Musée d’Orsay, Oct. 9, 2017-Jan. 1, 2018.",37.882,Painting and Sculpture of Europe,Paul Gauguin,Post-Impressionism,oil on canvas
14,27671,"Auti te pape (Women at the River), from the Noa Noa Suite",1926.97,False,1894.0,1894.0,1894,"Paul Gauguin (French, 1848-1903)
printed in collaboration with Louis Roy (French, 1862-1907)",France,"New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 72, cat. 70.

The Art Institute of Chicago, ""Gauguin: Paintings, Drawings, Prints, Sculpture,"" February 12-March 29, 1959, p. 85, cat. 162; traveled to the Metropolitan Museum of Art, New York, April 21-May 31, 1959.

Munich, Haus der Kunst, ""Paul Gauguin,"" April 1-May 29, 1960, p. 33, cat. 184.

Vienna, Österreichische Galerie im Oberen Belvedere, ""Paul Gauguin,"" June 7-July 31, 1960, p. 44, cat. 80.

Kyoto, The National Museum of Modern Art, ""Paul Gauguin,"" October 5-November 7, 1969, cat. 77 (ill.); traveled to Tokyo, Grand Magasin Seibu, August 23-September 30, 1969 and Fukuoka, Cultural Center of Fukuoka Prefecture, November 13-December 7, 1969.

The Art Institute of Chicago, ""Gauguin: Artist as Alchemist"",  June 25 - September 10, 2017, pp. 16, 31, 35, 188, 196, 208, 211, cat. 142, cat. by Gloria Groom, et. al.",71.7846,Prints and Drawings,Paul Gauguin,,woodcut
14,27669,Auti te pape (Women at the River) from the Noa Noa Suite,1926.96,False,1893.0,1894.0,"1893/94, printed and published 1921","Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,"Houston, Contemporary Arts Museum, Shadow and Substance: The Shadow Theater of Montmartre and Modern Art, Mar. 3–Apr. 1, 1956, no cat no.

Auckland, New Zealand, Auckland City Art Gallery, ""Paul Gauguin: Pages From the Pacific,"" August 4-October 15, 1995, pp. 42 and 52, cat. 24 (ill.), cat. by Douglas Druick and Peter Zegers.",10.9105,Prints and Drawings,Paul Gauguin,,woodcut
14,21078,Portrait of Stéphane Mallarmé,1935.46,False,1891.0,1891.0,"1891, printed 1919","Paul Gauguin
French, 1848-1903",France,"New York, Wildenstein and Company, ""Paul Gauguin,"" April 3-May 4, 1946, p. 74, cat. 86.

Munich, Haus der Kunst, ""Paul Gauguin,"" April 1-May 29, 1960, p. 30, cat. 171.

Vienna, Österreichische Galerie im Oberen Belvedere, ""Paul Gauguin,"" June 7-July 31, 1960, p. 43, cat. 74.

Richmond, Va., Virginia Museum, ""Loïe Fuller: Magician of Light,"" March 12-April 22, 1979, p. 61, cat. 38.",22.437,Prints and Drawings,Paul Gauguin,,etching
